t_ms,intensidad,pouch,DeltaP,PWM,t_s
24316,4,5,5.43,255,24.316
24358,4,5,5.536,255,24.358
24400,4,5,5.462,255,24.4
24441,4,5,5.481,255,24.441
24483,4,5,5.581,255,24.483
24525,4,5,5.588,255,24.525
24567,4,5,5.593,255,24.567
24609,4,5,5.683,255,24.609
24651,4,5,5.679,255,24.651
24693,4,5,5.675,255,24.693
24735,4,5,5.672,255,24.735
24777,4,5,5.67,255,24.777
24819,4,5,5.667,255,24.819
24861,4,5,5.665,255,24.861
24903,4,5,5.663,255,24.903
24944,4,5,5.661,255,24.944
24986,4,5,5.659,255,24.986
25028,4,5,5.658,255,25.028
25070,4,5,5.656,255,25.07
25112,4,5,5.655,255,25.112
25154,4,5,5.738,255,25.154
25196,4,5,5.813,255,25.196
25243,4,9,5.796,0,25.243
25285,4,9,5.217,0,25.285
25327,4,9,4.695,0,25.327
25368,4,9,4.226,0,25.368
25410,4,9,3.803,255,25.41
25452,4,9,3.423,255,25.452
25494,4,9,3.08,255,25.494
25536,4,9,2.916,255,25.536
25578,4,9,2.936,255,25.578
25620,4,9,3.038,255,25.62
25662,4,9,3.215,255,25.662
25704,4,9,3.289,255,25.704
25745,4,9,3.525,255,25.745
25787,4,9,3.737,255,25.787
25829,4,9,3.927,255,25.829
25871,4,9,4.099,255,25.871
25913,4,9,4.338,255,25.913
25955,4,9,4.553,255,25.955
25997,4,9,4.662,255,25.997
26039,4,9,4.844,255,26.039
26081,4,9,4.924,255,26.081
26123,4,9,4.996,255,26.123
26165,4,9,5.146,255,26.165
26207,4,9,5.111,255,26.207
26249,4,9,5.165,255,26.249
26290,4,9,5.128,255,26.29
26332,4,9,5.18,255,26.332
26374,4,9,5.226,255,26.374
26416,4,9,5.268,255,26.416
26458,4,9,5.306,255,26.458
26500,4,9,5.34,255,26.5
26542,4,9,5.286,255,26.542
26584,4,9,5.322,255,26.584
26626,4,9,5.27,255,26.626
26668,4,9,5.307,255,26.668
26710,4,9,5.341,255,26.71
26752,4,9,5.287,255,26.752
26793,4,9,5.239,255,26.793
26834,4,9,5.363,255,26.834
26876,4,9,5.223,255,26.876
26918,4,9,5.181,255,26.918
26960,4,9,5.143,255,26.96
27008,4,2,5.193,0,27.008
27049,4,2,4.733,0,27.049
27091,4,2,4.26,0,27.091
27133,4,2,3.834,255,27.133
27174,4,2,3.45,255,27.174
27216,4,2,3.248,255,27.216
27258,4,2,3.067,255,27.258
27300,4,2,3.072,255,27.3
27342,4,2,3.245,255,27.342
27384,4,2,3.485,255,27.384
27426,4,2,3.785,255,27.426
27468,4,2,3.971,255,27.468
27510,4,2,4.138,255,27.51
27552,4,2,4.373,255,27.552
27594,4,2,4.585,255,27.594
27636,4,2,4.691,255,27.636
27678,4,2,4.87,255,27.678
27719,4,2,5.032,255,27.719
27761,4,2,5.093,255,27.761
27803,4,2,5.148,255,27.803
27845,4,2,5.282,255,27.845
27887,4,2,5.318,255,27.887
27929,4,2,5.435,255,27.929
27971,4,2,5.372,255,27.971
28013,4,2,5.483,255,28.013
28055,4,2,5.5,255,28.055
28097,4,2,5.514,255,28.097
28139,4,2,5.611,255,28.139
28181,4,2,5.699,255,28.181
28223,4,2,5.693,255,28.223
28264,4,2,5.689,255,28.264
28306,4,2,5.684,255,28.306
28348,4,2,5.764,255,28.348
28390,4,2,5.752,255,28.39
28432,4,2,5.826,255,28.432
28474,4,2,5.808,255,28.474
28516,4,2,5.791,255,28.516
28558,4,2,5.861,255,28.558
28600,4,2,6.008,255,28.6
28642,4,2,6.056,255,28.642
28684,4,2,6.099,255,28.684
28726,4,2,6.053,255,28.726
28772,4,6,5.928,0,28.772
28814,4,6,5.479,0,28.814
28856,4,6,4.931,0,28.856
28898,4,6,4.438,0,28.898
28940,4,6,3.994,0,28.94
28982,4,6,3.595,255,28.982
29023,4,6,3.235,255,29.023
29065,4,6,2.971,255,29.065
29107,4,6,2.901,255,29.107
29149,4,6,3.007,255,29.149
29191,4,6,3.102,255,29.191
29233,4,6,3.441,255,29.233
29275,4,6,3.577,255,29.275
29317,4,6,3.784,255,29.317
29359,4,6,3.97,255,29.359
29401,4,6,4.137,255,29.401
29443,4,6,4.288,255,29.443
29485,4,6,4.339,255,29.485
29526,4,6,4.386,255,29.526
29568,4,6,4.427,255,29.568
29609,4,6,4.465,255,29.609
29651,4,6,4.498,255,29.651
29693,4,6,4.445,255,29.693
29735,4,6,4.48,255,29.735
29777,4,6,4.512,255,29.777
29819,4,6,4.457,255,29.819
29861,4,6,4.407,255,29.861
29903,4,6,4.447,255,29.903
29945,4,6,4.398,255,29.945
29987,4,6,4.354,255,29.987
30028,4,6,4.483,255,30.028
30070,4,6,4.515,255,30.07
30112,4,6,4.46,255,30.112
30154,4,6,4.41,255,30.154
30196,4,6,4.449,255,30.196
30238,4,6,4.484,255,30.238
30280,4,6,4.6,255,30.28
30322,4,6,4.62,255,30.322
30364,4,6,4.723,255,30.364
30406,4,6,4.647,255,30.406
30448,4,6,4.662,255,30.448
30490,4,6,4.676,255,30.49
30537,4,3,4.689,0,30.537
30578,4,3,4.279,0,30.578
30620,4,3,3.851,255,30.62
30662,4,3,3.525,255,30.662
30704,4,3,3.316,255,30.704
30746,4,3,3.211,255,30.746
30788,4,3,3.202,255,30.788
30830,4,3,3.362,255,30.83
30872,4,3,3.59,255,30.872
30914,4,3,3.796,255,30.914
30955,4,3,3.896,255,30.955
30997,4,3,4.155,255,30.997
31039,4,3,4.389,255,31.039
31081,4,3,4.598,255,31.081
31123,4,3,4.703,255,31.123
31165,4,3,4.881,255,31.165
31207,4,3,4.958,255,31.207
31249,4,3,5.111,255,31.249
31291,4,3,5.248,255,31.291
31333,4,3,5.288,255,31.333
31375,4,3,5.408,255,31.375
31417,4,3,5.516,255,31.417
31459,4,3,5.444,255,31.459
31500,4,3,5.549,255,31.5
31542,4,3,5.558,255,31.542
31584,4,3,5.651,255,31.584
31626,4,3,5.482,255,31.626
31668,4,3,5.245,255,31.668
31710,4,3,5.285,255,31.71
31752,4,3,5.321,255,31.752
31794,4,3,5.354,255,31.794
31836,4,3,5.383,255,31.836
31878,4,3,5.409,255,31.878
31920,4,3,5.348,255,31.92
31962,4,3,5.462,255,31.962
32004,4,3,5.48,255,32.004
32045,4,3,5.497,255,32.045
32087,4,3,5.512,255,32.087
32129,4,3,5.609,255,32.129
32171,4,3,5.528,255,32.171
32212,4,3,5.54,255,32.212
32254,4,3,5.55,255,32.254
32302,4,7,5.56,0,32.302
32344,4,7,5.147,0,32.344
32386,4,7,4.632,0,32.386
32427,4,7,4.169,0,32.427
32468,4,7,3.752,255,32.468
32510,4,7,3.377,255,32.51
32552,4,7,3.039,255,32.552
32594,4,7,2.879,255,32.594
32636,4,7,2.818,255,32.636
32678,4,7,3.017,255,32.678
32720,4,7,3.111,255,32.72
32762,4,7,3.449,255,32.762
32804,4,7,3.5,255,32.804
32845,4,7,3.546,255,32.845
32887,4,7,3.587,255,32.887
32929,4,7,3.709,255,32.929
32971,4,7,3.902,255,32.971
33013,4,7,4.076,255,33.013
