t_ms,intensidad,pouch,DeltaP,PWM,t_s
18544,4,9,2.742,225,18.544
18595,4,9,3.36,225,18.595
18648,4,9,3.793,225,18.648
18699,4,9,3.337,225,18.699
18751,4,9,3.524,225,18.751
18802,4,9,3.907,225,18.802
18854,4,9,4.176,225,18.854
18906,4,9,4.364,225,18.906
18958,4,9,4.242,225,18.958
19009,4,9,3.652,225,19.009
19061,4,9,3.744,225,19.061
19113,4,9,3.809,225,19.113
19165,4,9,3.854,225,19.165
19217,4,9,3.633,225,19.217
19268,4,9,3.731,225,19.268
19320,4,9,4.052,225,19.32
19372,4,9,4.025,225,19.372
19424,4,9,3.752,225,19.424
19475,4,9,3.562,225,19.475
19527,4,9,3.428,225,19.527
19579,4,9,3.588,225,19.579
19631,4,9,3.447,225,19.631
19683,4,9,3.348,225,19.683
19734,4,9,3.531,225,19.734
19786,4,9,3.913,225,19.786
19837,4,9,4.179,225,19.837
19890,4,9,4.113,225,19.89
19941,4,9,3.815,225,19.941
19993,4,9,3.605,225,19.993
20049,4,2,3.459,225,20.049
20102,4,2,2.851,225,20.102
20154,4,2,2.678,225,20.154
20205,4,2,2.81,225,20.205
20257,4,2,2.649,225,20.257
20308,4,2,2.79,225,20.308
20361,4,2,3.141,225,20.361
20412,4,2,2.881,225,20.412
20464,4,2,2.952,225,20.464
20515,4,2,3.254,225,20.515
20568,4,2,3.466,225,20.568
20619,4,2,3.614,225,20.619
20671,4,2,3.718,225,20.671
20723,4,2,3.537,225,20.723
20774,4,2,3.411,225,20.774
20827,4,2,3.07,225,20.827
20878,4,2,2.832,225,20.878
20930,4,2,2.665,225,20.93
20981,4,2,3.053,225,20.981
21033,4,2,3.072,225,21.033
21085,4,2,3.338,225,21.085
21137,4,2,3.525,225,21.137
21188,4,2,3.403,225,21.188
21240,4,2,3.317,225,21.24
21293,4,2,3.257,225,21.293
21344,4,2,2.962,225,21.344
21396,4,2,3.009,225,21.396
21447,4,2,3.041,225,21.447
21499,4,2,3.064,225,21.499
21551,4,2,3.333,225,21.551
21603,4,2,3.521,225,21.603
21654,4,2,3.652,225,21.654
21706,4,2,3.492,225,21.706
21757,4,2,3.127,225,21.757
21815,4,6,3.377,225,21.815
21867,4,6,2.541,225,21.867
21918,4,6,2.713,225,21.918
21970,4,6,3.087,225,21.97
22022,4,6,3.602,225,22.022
22074,4,6,3.204,225,22.074
22125,4,6,2.925,225,22.125
22177,4,6,2.983,225,22.177
22228,4,6,3.528,225,22.228
22281,4,6,3.405,225,22.281
22332,4,6,3.571,225,22.332
22384,4,6,3.688,225,22.384
22436,4,6,3.769,225,22.436
22488,4,6,3.574,225,22.488
22540,4,6,3.184,225,22.54
22591,4,6,3.164,225,22.591
22643,4,6,3.15,225,22.643
22694,4,6,3.393,225,22.694
22747,4,6,3.057,225,22.747
22798,4,6,2.823,225,22.798
22850,4,6,2.911,225,22.85
22902,4,6,3.226,225,22.902
22953,4,6,3.698,225,22.953
23006,4,6,3.524,225,23.006
23057,4,6,3.402,225,23.057
23109,4,6,3.317,225,23.109
23160,4,6,3.257,225,23.16
23213,4,6,3.468,225,23.213
23264,4,6,3.615,225,23.264
23316,4,6,3.213,225,23.316
23367,4,6,3.69,225,23.367
23419,4,6,3.771,225,23.419
23472,4,6,3.827,225,23.472
23523,4,6,3.867,225,23.523
23580,4,3,3.642,225,23.58
23631,4,3,2.726,225,23.631
23684,4,3,2.844,225,23.684
23735,4,3,3.431,225,23.735
23787,4,3,4.095,225,23.787
23838,4,3,4.307,225,23.838
23890,4,3,4.203,225,23.89
23942,4,3,4.383,225,23.942
23994,4,3,4.256,225,23.994
24046,4,3,4.42,225,24.046
24097,4,3,4.282,225,24.097
24150,4,3,4.438,225,24.15
24201,4,3,4.8,225,24.201
24253,4,3,4.8,225,24.253
24304,4,3,3.79,225,24.304
24356,4,3,3.841,225,24.356
24408,4,3,4.129,225,24.408
24460,4,3,4.331,225,24.46
24511,4,3,4.22,225,24.511
24563,4,3,4.142,225,24.563
24615,4,3,4.087,225,24.615
24667,4,3,4.302,225,24.667
24719,4,3,4.704,225,24.719
24770,4,3,4.986,225,24.77
24822,4,3,5.184,225,24.822
24873,4,3,4.817,225,24.873
24926,4,3,4.56,225,24.926
24977,4,3,4.632,225,24.977
25029,4,3,4.43,225,25.029
25081,4,3,4.542,225,25.081
25133,4,3,4.367,225,25.133
25185,4,3,4.498,225,25.185
25236,4,3,4.842,225,25.236
25288,4,3,4.83,225,25.288
25345,4,7,4.569,0,25.345
25397,4,7,3.198,225,25.397
25448,4,7,2.239,225,25.448
25500,4,7,1.997,225,25.5
25551,4,7,1.827,225,25.551
25604,4,7,2.467,225,25.604
25655,4,7,2.409,225,25.655
25707,4,7,2.369,225,25.707
