t_ms,intensidad,pouch,DeltaP,PWM,t_s
18498,4,2,5.488,255,18.498
18540,4,2,5.502,255,18.54
18581,4,2,5.599,255,18.581
18623,4,2,5.602,255,18.623
18665,4,2,5.52,255,18.665
18707,4,2,5.616,255,18.707
18749,4,2,5.617,255,18.749
18791,4,2,5.702,255,18.791
18833,4,2,5.695,255,18.833
18875,4,2,5.689,255,18.875
18917,4,2,5.767,255,18.917
18959,4,2,5.837,255,18.959
19001,4,2,5.817,255,19.001
19043,4,2,5.882,255,19.043
19085,4,2,5.857,255,19.085
19126,4,2,5.918,255,19.126
19168,4,2,5.974,255,19.168
19210,4,2,6.108,255,19.21
19252,4,2,5.976,255,19.252
19294,4,2,5.941,255,19.294
19336,4,2,5.91,255,19.336
19383,4,5,5.966,0,19.383
19425,4,5,5.427,0,19.425
19467,4,5,4.884,0,19.467
19508,4,5,4.396,0,19.508
19550,4,5,3.956,0,19.55
19592,4,5,3.561,255,19.592
19634,4,5,3.205,255,19.634
19676,4,5,2.884,255,19.676
19718,4,5,2.822,255,19.718
19760,4,5,2.765,255,19.76
19802,4,5,3.052,255,19.802
19843,4,5,3.394,255,19.843
19885,4,5,3.702,255,19.885
19927,4,5,4.063,255,19.927
19969,4,5,4.304,255,19.969
20011,4,5,4.436,255,20.011
20052,4,5,4.556,255,20.052
20094,4,5,4.832,255,20.094
20136,4,5,4.911,255,20.136
20178,4,5,5.067,255,20.178
20220,4,5,5.208,255,20.22
20262,4,5,5.166,255,20.262
20304,4,5,5.296,255,20.304
20346,4,5,5.33,255,20.346
20387,4,5,5.444,255,20.387
20429,4,5,5.462,255,20.429
20471,4,5,5.648,255,20.471
20513,4,5,5.646,255,20.513
20555,4,5,5.644,255,20.555
20597,4,5,5.643,255,20.597
20639,4,5,5.726,255,20.639
20681,4,5,5.716,255,20.681
20723,4,5,5.792,255,20.723
20765,4,5,5.691,255,20.765
20807,4,5,5.769,255,20.807
20849,4,5,5.755,255,20.849
20890,4,5,5.827,255,20.89
20932,4,5,5.723,255,20.932
20974,4,5,5.714,255,20.974
21016,4,5,5.621,255,21.016
21058,4,5,5.706,255,21.058
21100,4,5,5.783,255,21.1
21147,4,8,5.767,0,21.147
21189,4,8,5.248,0,21.189
21231,4,8,4.723,0,21.231
21272,4,8,4.251,0,21.272
21314,4,8,3.826,255,21.314
21356,4,8,3.443,255,21.356
21398,4,8,3.099,255,21.398
21440,4,8,3.268,255,21.44
21482,4,8,3.335,255,21.482
21524,4,8,3.396,255,21.524
21566,4,8,3.62,255,21.566
21608,4,8,3.736,255,21.608
21650,4,8,4.01,255,21.65
21691,4,8,4.172,255,21.691
21733,4,8,4.402,255,21.733
21775,4,8,4.525,255,21.775
21817,4,8,4.804,255,21.817
21859,4,8,4.886,255,21.859
21901,4,8,5.045,255,21.901
21943,4,8,5.103,255,21.943
21985,4,8,5.324,255,21.985
22027,4,8,5.439,255,22.027
22069,4,8,5.542,255,22.069
22111,4,8,5.635,255,22.111
22153,4,8,5.719,255,22.153
22195,4,8,5.71,255,22.195
22236,4,8,5.786,255,22.236
22278,4,8,5.855,255,22.278
22320,4,8,5.916,255,22.32
22362,4,8,5.972,255,22.362
22404,4,8,6.022,255,22.404
22446,4,8,6.067,255,22.446
22488,4,8,6.192,255,22.488
22530,4,8,6.135,255,22.53
22572,4,8,6.169,255,22.572
22614,4,8,6.115,255,22.614
22656,4,8,6.067,255,22.656
22697,4,8,6.023,255,22.697
22738,4,8,6.068,255,22.738
22780,4,8,6.024,255,22.78
22822,4,8,5.984,255,22.822
22864,4,8,6.033,255,22.864
22912,4,3,6.077,0,22.912
22953,4,3,5.527,0,22.953
22995,4,3,5.032,0,22.995
23037,4,3,4.528,0,23.037
23078,4,3,4.076,0,23.078
23120,4,3,3.668,255,23.12
23162,4,3,3.301,255,23.162
23204,4,3,2.971,255,23.204
23246,4,3,2.731,255,23.246
23288,4,3,2.768,255,23.288
23330,4,3,2.886,255,23.33
23372,4,3,3.076,255,23.372
23414,4,3,3.416,255,23.414
23456,4,3,3.637,255,23.456
23497,4,3,3.921,255,23.497
23539,4,3,4.091,255,23.539
23581,4,3,4.245,255,23.581
23623,4,3,4.468,255,23.623
23665,4,3,4.668,255,23.665
23707,4,3,4.68,255,23.707
23749,4,3,4.859,255,23.749
23791,4,3,4.936,255,23.791
23833,4,3,5.09,255,23.833
23875,4,3,5.144,255,23.875
23917,4,3,5.277,255,23.917
23959,4,3,5.312,255,23.959
24001,4,3,5.428,255,24.001
24042,4,3,5.448,255,24.042
24084,4,3,5.55,255,24.084
24126,4,3,5.558,255,24.126
24168,4,3,5.65,255,24.168
24210,4,3,5.563,255,24.21
24252,4,3,5.654,255,24.252
24294,4,3,5.652,255,24.294
24336,4,3,5.65,255,24.336
24378,4,3,5.563,255,24.378
24420,4,3,5.654,255,24.42
24462,4,3,5.567,255,24.462
24504,4,3,5.574,255,24.504
24545,4,3,5.411,255,24.545
24587,4,3,5.433,255,24.587
24629,4,3,5.284,255,24.629
24676,4,6,5.234,0,24.676
24718,4,6,4.852,0,24.718
24760,4,6,4.367,0,24.76
24802,4,6,3.93,0,24.802
24844,4,6,3.537,255,24.844
24885,4,6,3.184,255,24.885
24927,4,6,2.865,255,24.927
24969,4,6,2.72,255,24.969
25011,4,6,2.674,255,25.011
25053,4,6,2.717,255,25.053
25095,4,6,2.924,255,25.095
25137,4,6,3.11,255,25.137
25179,4,6,3.278,255,25.179
25221,4,6,3.26,255,25.221
25263,4,6,3.413,255,25.263
25305,4,6,3.55,255,25.305
25346,4,6,3.59,255,25.346
25388,4,6,3.625,255,25.388
25430,4,6,3.741,255,25.43
25472,4,6,3.846,255,25.472
25513,4,6,3.94,255,25.513
25555,4,6,3.856,255,25.555
25597,4,6,4.034,255,25.597
25639,4,6,4.025,255,25.639
25681,4,6,4.101,255,25.681
25723,4,6,4.169,255,25.723
25765,4,6,4.231,255,25.765
25807,4,6,4.203,255,25.807
25848,4,6,4.177,255,25.848
25890,4,6,4.069,255,25.89
25932,4,6,4.141,255,25.932
25974,4,6,4.206,255,25.974
26016,4,6,4.348,255,26.016
26058,4,6,4.223,255,26.058
26100,4,6,4.28,255,26.1
26142,4,6,4.246,255,26.142
26184,4,6,4.3,255,26.184
26226,4,6,4.349,255,26.226
26268,4,6,4.308,255,26.268
26310,4,6,4.272,255,26.31
26352,4,6,4.324,255,26.352
26393,4,6,4.286,255,26.393
26440,4,9,4.252,0,26.44
26482,4,9,3.884,0,26.482
26524,4,9,3.495,255,26.524
26566,4,9,3.203,255,26.566
26608,4,9,2.94,255,26.608
26650,4,9,2.957,255,26.65
26692,4,9,2.971,255,26.692
26734,4,9,2.984,255,26.734
26776,4,9,3.08,255,26.776
26817,4,9,3.251,255,26.817
26859,4,9,3.405,255,26.859
26901,4,9,3.543,255,26.901
26943,4,9,3.751,255,26.943
26985,4,9,3.939,255,26.985
27027,4,9,4.108,255,27.027
27069,4,9,4.176,255,27.069
27111,4,9,4.321,255,27.111
27153,4,9,4.284,255,27.153
27195,4,9,4.418,255,27.195
27237,4,9,4.539,255,27.237
27279,4,9,4.733,255,27.279
27320,4,9,4.654,255,27.32
27362,4,9,4.836,255,27.362
27404,4,9,4.831,255,27.404
27446,4,9,4.911,255,27.446
27488,4,9,4.898,255,27.488
27530,4,9,4.971,255,27.53
27572,4,9,5.037,255,27.572
27614,4,9,5.096,255,27.614
27656,4,9,5.15,255,27.656
27698,4,9,5.113,255,27.698
27740,4,9,5.165,255,27.74
27782,4,9,5.043,255,27.782
27824,4,9,5.102,255,27.824
27865,4,9,5.07,255,27.865
27907,4,9,4.958,255,27.907
27949,4,9,4.94,255,27.949
27991,4,9,4.925,255,27.991
28033,4,9,4.911,255,28.033
28075,4,9,4.899,255,28.075
28116,4,9,4.888,255,28.116
28158,4,9,4.962,255,28.158
28206,4,1,5.029,0,28.206
28248,4,1,4.526,0,28.248
28289,4,1,4.073,0,28.289
28331,4,1,3.666,255,28.331
28372,4,1,3.299,255,28.372
28414,4,1,2.969,255,28.414
28456,4,1,2.814,255,28.456
28498,4,1,2.843,255,28.498
28540,4,1,2.869,255,28.54
28582,4,1,3.145,255,28.582
28624,4,1,3.393,255,28.624
28666,4,1,3.617,255,28.666
28707,4,1,3.902,255,28.707
28749,4,1,4.075,255,28.749
